id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
5065,tt0059014,0.230873,0,0,Carry On Cowboy,Sid James|Jim Dale|Angela Douglas|Kenneth Williams|Charles Hawtrey,,Gerald Thomas,How the west was lost!,washington d.c.|carry on,"Stodge City is in the grip of the Rumpo Kid and his gang. Mistaken identity again takes a hand as a ""sanitary engineer"" (plumber) by the name of Marshal P. Knutt is mistaken for a law marshal! Being the conscientious sort, Marshal tries to help the town get rid of Rumpo, and a showdown is inevitable. Marshal has two aids - revenge-seeking Annie Oakley and his sanitary expertise",93,Comedy|Western,Peter Rogers Productions,3/1/66,15,5.9,1966,0,0
22537,tt0366621,0.070257,0,0,Inuyasha: Kagami no Naka no MugenjÅ,Francesco Pezzulli|Maria Letizia Scifoni|Fabio Boccanera,,Toshiya Shinohara,,,"With their most formidable foe vanquished, Inuyasha and his comrades begin returning to their everyday lives. But their peace is fleeting as another adversary emerges: Kaguya, the self-proclaimed princess from the Moon of Legend, hatches a plot to plunge the world into an eternal night of the full moon. Inuyasha, Kagome, Miroku, Sango and Shippou must reunite to confront the new menace.",99,Action|Adventure|Animation|Fantasy,Shogakukan Production,12/22/02,10,6.2,2002,0,0
21948,tt0076637,0.320214,0,0,Rolling Thunder,William Devane|Tommy Lee Jones|Linda Haynes|James Best|Dabney Coleman,,John Flynn,Major Charles Rane has come home to war!,vietnam veteran|repayment|revenge,"A Vietnam veteran, Charles Rane, returns home after years in a POW camp and is treated as a hero. When thugs invade his home to steal the silver coins he received for his service, they mangle his hand and leave him and his family for dead. Rane survives and becomes obsessed with getting revenge. Aided by his loyal friend Johnny Vohden, Rane, now wielding a hook for a hand, sets out on his mission of vengeance.",95,Action|Crime|Drama|Thriller,American International Pictures (AIP),10/14/77,19,6.3,1977,0,0
137366,tt2414166,0.332598,0,0,Led Zeppelin: Celebration Day,Robert Plant|Jimmy Page|John Paul Jones|Jason Bonham,http://www.ledzeppelin.com,Dick Carruthers,,concert film,"On December 10, 2007, Led Zeppelin took the stage at London's O2 Arena to headline a tribute concert for dear friend and Atlantic Records founder Ahmet Ertegun. What followed was a two-hour-plus tour de force of the band's signature blues-infused rock 'n' roll that instantly became part of the legend of Led Zeppelin. Founding members John Paul Jones, Jimmy Page and Robert Plant were joined by Jason Bonham, the son of their late drummer John Bonham, to perform 16 songs from their celebrated catalog including landmark tracks ""Whole Lotta Love,"" ""Rock And Roll,"" ""Kashmir,"" and ""Stairway To Heaven.""  .",124,Documentary|Music,,10/17/12,16,7.7,2012,0,0
6933,tt0479968,0.475129,20000000,0,One Missed Call,Shannyn Sossamon|Edward Burns|Ana Claudia TalancÃ³n|Ray Wise|Azura Skye,http://onemissedcallmovie.warnerbros.com/,Eric Valette,What will it sound like when you die?,candy|loss of sister|mobile phone|answering machine|dying and death,"Several people start receiving voice-mails from their future selves -- messages which include the date, time, and some of the details of their deaths.",87,Horror|Mystery|Thriller,Warner Bros. Pictures|Intermedia Films|Alcon Entertainment|Kadokawa Pictures|Equity Pictures Medienfonds GmbH & Co. KG IV,1/4/08,103,4.8,2008,20255732.6761833,0
14603,tt0104647,0.153994,0,0,Kuffs,Christian Slater|Milla Jovovich|Tony Goldwyn|Bruce Boxleitner|Troy Evans,,Bruce A. Evans,When you have attitude who needs experience?,dance|police protection|organized crime|breaking the fourth wall|gunfight,"George Kuffs didn't finish high-school, just lost his job, and his college-age girlfriend is pregnant. To top it off, George's brother Brad is killed and George inherits Brad's ""patrol special"" privatized police district and all the problems that come with it.",102,Action|Comedy|Crime,Universal Pictures|Dino de Laurentiis Communications|EvansGideon|Beginner's Luck,1/10/92,30,5.5,1992,0,0
12247,tt0952682,0.099129,0,0,Shotgun Stories,Michael Shannon|Glenda Pannell|Lynnsee Provence|Douglas Ligon|Barlow Jacobs,http://www.shotgunstories.com/,Jeff Nichols,Two families. One feud. No going back.,brother brother relationship|loss of father|arkansas,"Shotgun Stories tracks a feud that erupts between two sets of half brothers following the death of their father. Set against the cotton fields and back roads of Southeast Arkansas, these brothers discover the lengths to which each will go to protect their family.",92,Drama|Thriller,Upload Films|Muskat Filmed Properties|A Lucky Old Sun Production,10/1/07,21,6.4,2007,0,0
38234,tt1156466,1.302132,3000000,0,Undisputed III: Redemption,Scott Adkins|Mykel Shannon Jenkins|Mark Ivanir|Hristo Shopov|Marko Zaror,,Isaac Florentine,One deadly tournament. Last fight for freedom.,prison|showdown|shotgun|fight|prison cell,"Russian inmate Boyka, now severely hobbled by the knee injury suffered at the end of Undisputed 2. No longer the feared prison fighter he was, he has declined so far that he is now good only for cleaning toilets. But when a new prison fight tournament begins - an international affair, matching the best fighters from prisons around the globe, enticing them with the promise of freedom for the winner - Boyka must reclaim his dignity and fight for his position in the tournament.",96,Action|Thriller,Nu Image Films|Undisputed 3 Productions,5/22/10,87,7.4,2010,3000000,0
1888,tt0060424,0.529721,0,0,The Fortune Cookie,Jack Lemmon|Walter Matthau|Ron Rich|Judi West|Cliff Osmond,,Billy Wilder,"Is he a spy? A security risk? Is he unfaithful? Or is he a nice, normal shnook - out to make a million bucks by sheer accident!",usa|american football|brother-in-law|wheelchair|honesty,"A cameraman is knocked over during a football game. His brother in law as the king of the ambulance chasing lawyers starts a suit while he's still knocked out. The cameraman is against it until he hears that his ex-wife will be coming to see him. He pretends to be injured to get her back, but also sees what the strain is doing to the football player who injured him.",125,Romance|Comedy,Phalanx-Jaelem,10/19/66,17,6.4,1966,0,0
110393,tt2132324,0.010407,0,0,Elefante blanco,Ricardo DarÃ­n|Martina Gusman|JÃ©rÃ©mie Renier|Federico BenjamÃ­n Barga|Mauricio Minetti,,Pablo Trapero,,,"GerÃ³nimo is a 45 year old man devastated by a tragic event. His friend Julian tries out afloat by encouraging him to participate in the project of a marginal town near Buenos Aires. Both are Catholic priests who decided to dedicate their life to the poorest: Geronimo in the Third World and Julian in Argentina. While working in Villa Virgen, Geronimo begins to wonder if the Church is the right institution to protect the weak. Julian, meanwhile, decides that the best way to change the lives of the needy people is politics. The counterpoint is Luciana, an atheist lawyer who has a different perspective on social reforms.",105,Drama,ARTE|Canal+ EspaÃ±a,5/16/12,17,5.4,2012,0,0
20323,tt1098356,0.013174,0,0,Long Weekend,Jim Caviezel|Claudia Karvan|Robert Taylor|John Brumpton|Roger Ward,,Jamie Blanks,,,Mother Nature gets revenge on some careless campers in this remastered version of the Australian horror classic.,87,Drama|Horror|Thriller|Foreign,,8/14/09,10,6,2009,0,0
288301,tt3997238,0.002599,0,0,Do I Sound Gay?,Michael Airington|Margaret Cho|Tim Gunn|Jeff Hiller|Dan Savage,http://www.doisoundgay.com,David Thorpe,,homosexuality,"Is there such a thing as a ""gay voice""? Why do some people sound gay but not others? Why is sounding gay beloved in pop culture, from Liberace to Modern Family, but also a trigger for bullying and harassment? The feature documentary  Do I Sound Gay?",77,Documentary,,7/10/14,12,5.8,2014,0,0
15045,tt0396592,0.251389,0,0,Fat Albert,Kenan Thompson|Shedrack Anderson III|Jermaine Williams|Keith Robinson|Alphonso McAuley,,Joel Zwick,,,"An obese boy named Fat Albert and his friends Rudy, Mushmouth, Bill, Dumb Donald, Russell, and Weird Harold, pulls into trouble when they ""fall"" out of their TV world into the real world, where Fat Albert tries to help a young girl, Doris, make friends.",93,Comedy|Drama|Family,20th Century Fox,12/12/04,38,4.3,2004,0,0
312793,tt3499458,0.037147,0,0,Walking with the Dead,Tim Ogletree|Joey Oglesby|Dave Sheridan|Troy Ogletree|Sophia Taylor Ali,,Scott Dow,,spoof|zombies,"THE WALKING DECEASED is the Scary Movie of the zombie genre, ripping on the biggest and best of zombie pop-culture, arguably the most crazed genre in the world. The story follows a group of survivors from all walks of the apocalypse â€“ an idiotic Sheriff with definite coma-induced brain damage, his hardass son and a hobo with only a crossbow to stave off the walking dead, four squabbling friends forced to survive this zombieland together, and a lonely zombie who just needs love to fully regain his warm body â€“ who leave their once-safe mall hideout in search of the rumored Safe Haven Ranch, a refuge untouched by the zombie virus that has ravaged humanity. But despite the comforting name, they discover that this sanctuary may not be as welcoming as advertised.",90,Science Fiction|Comedy,Splendid Film,3/20/15,18,3.9,2015,0,0
262840,tt2781516,0.163674,0,0,WolfCop,Leo Fafard|Amy Matysio|Jonathan Cherry|Sarah Lind|Aidan Devine,http://wolfcop.com/,Lowell Dean,Here Comes The Fuzz,exploitation|cop|werewolf,"It's not unusual for alcoholic cop Lou to black out and wake up in unfamiliar surroundings, but lately things have taken a turn for the strange...and hairy. WolfCop is the story of one cop's quest to become a better man. One transformation at a time.",79,Horror|Comedy,Echolands Creative Group,6/6/14,30,4.5,2014,0,0
14823,tt0490166,0.224856,0,0,London to Brighton,Georgia Groome|Johnny Harris|Sam Spruell|Lorraine Stanley|Alexander Morton,,Paul Andrew Williams,,suspense,"It's 3:07am and two girls burst into a run down London toilet. Joanne is crying her eyes out and her clothing is ripped. Kelly's face is bruised and starting to swell. Duncan Allen lies in his bathroom bleeding to death. Duncan's son, Stuart, has found his father and wants answers. Derek, Kelly's pimp, needs to find Kelly or it will be him who pays.",85,Action|Crime|Drama|Foreign|Thriller,Steel Mill Pictures|LTB Films Limited|Wellington Films,12/1/06,12,6,2006,0,0
21597,tt0265171,0.286107,1500000,0,Elvira's Haunted Hills,Cassandra Peterson|Richard O'Brien|Mary Scheer|Scott Atkinson|Heather Hopper,http://www.elvira.com,Sam Irvin,,castle,"The setting is Carpathia. The year is 1851. When Elvira gets kicked out of an Inn for a slight monetary discrepancy, she is rescued by a local who takes her to stay at the castle in the hills high above the village. The fact that she happens to resemble the count's former ""missing"" wife opens a can of worms or two.",90,Comedy|Horror,Media Pro Pictures,6/22/01,10,5.6,2001,1847232.17504076,0
124673,tt0452573,0.225647,0,0,The Triangle,Eric Stoltz|Catherine Bell|Lou Diamond Phillips|Bruce Davison|Michael E. Rodgers,,Craig R. Baxley,"In the Bermuda Triangle, nothing stays lost forever.",philadelphia experiment,A group of people haunted by their experiences within the Bermuda Triangle band together to confront its truths.,240,Fantasy|Adventure|Action|Drama,Electric Entertainment|British Broadcasting Corporation (BBC)|Bad Hat Harry Productions|Uncharted Territory,12/5/05,32,5.4,2005,0,0
10640,tt0074559,0.329543,0,0,Futureworld,Peter Fonda|Blythe Danner|Arthur Hill|Yul Brynner|John P. Ryan,,Richard T. Heffron,Where the only way to survive is to kill yourself,clone|journalist|android|killer robot|robot as menace,"Two years after the Westworld tragedy in the Delos amusement park, the corporate owners have reopened the park following over $1 billion in safety and other improvements. For publicity purposes, reporters Chuck Browning and Tracy Ballard are invited to review the park. Just prior to arriving at the park, however, Browning is given a clue by a dying man that something is amiss.",104,Action|Adventure|Science Fiction|Thriller,American International Pictures (AIP),8/13/76,29,5.4,1976,0,0
329020,tt3454574,0.170566,0,0,Extraordinary Tales,Christopher Lee|Bela Lugosi|Julian Sands|Guillermo del Toro|Roger Corman,,Raul Garcia,,,An animated anthology of 5 stories adapted from Edgar Allan Poe.,73,Horror|Animation|Mystery,Melusine Productions,10/23/15,11,5.4,2015,0,0
32458,tt0116344,0.013131,0,0,Forgotten Silver,Peter Jackson|Johnny Morris|Costa Botes|Harvey Weinstein|Leonard Maltin,,Costa Botes|Peter Jackson,,independent film,"This dryly funny mockumentary about the lost work of a pioneering New Zealand film genius is probably one of the best examples of the faux-documentary genre. In fact, it was so successful that when it originally aired on New Zealand television, hundreds of viewers bought the premise hook, line, and sinker. If you didn't know any better yourself, it's entirely possible you might be duped into believing the extremely tall tale of one Colin MacKenzie, an ambitious filmmaker who made the world's first talking movie (years before The Jazz Singer), invented color film, and created a huge biblical epic that would put Cecil B. DeMille and D.W. Griffith to shame. Filmmaker Peter Jackson (Heavenly Creatures) shrewdly inserts himself into the film via his documentation of the ""discovery"" of McKenzie's lost epic, which for years was preserved in a garden shed.",53,Comedy|Documentary|Foreign,,10/28/95,15,5.4,1995,0,0
15394,tt0285861,0.209749,0,0,Owning Mahowny,Philip Seymour Hoffman|Minnie Driver|John Hurt|Maury Chaykin|Ian Tracey,,Richard Kwietniowski,To some it's a game. To others it's a habit. But to Dan Mahowny -- beating the odds is everything,female nudity|gambling|casino|nudity|banker,"Dan Mahowny was a rising star at the Canadian Imperial Bank of Commerce. At twenty-four he was assistant manager of a major branch in the heart of Toronto's financial district. To his colleagues he was a workaholic. To his customers, he was astute, decisive and helpful. To his friends, he was a quiet, but humorous man who enjoyed watching sports on television. To his girlfriend, he was shy but engaging. None of them knew the other side of Dan Mahowny--the side that executed the largest single-handed bank fraud in Canadian history, grossing over $10 million in eighteen months to feed his gambling obsession.",104,Crime|Drama|Thriller,Alliance Atlantis Communications|Natural Nylon Entertainment|TÃ©lÃ©film Canada|Astral Media|Canadian Film or Video Production Tax Credit (CPTC),5/2/03,11,6.4,2003,0,0
36540,tt0061199,0.253437,0,0,Winnie the Pooh and the Honey Tree,Sterling Holloway|Junius Matthews|Sebastian Cabot|Howard Morris|Hal Smith,,Wolfgang Reitherman,,,Christopher Robin's bear attempts to raid a beehive in a tall tree.,25,Animation|Family,,1/1/66,12,7.9,1966,0,0
42833,tt1223980,0.17845,0,0,Zwart Water,Hadewych Minis|Barry Atsma|Isabelle Stokkel|Charlotte Arnoldy,http://www.zwartwaterdefilm.nl/,Elbert van Strien,,,"Nine-year-old Lisa discovers her sinister new friend is the ghost of the dead twin of Lisa's mother. Lisa's father also begins to suspect his wife of hiding a terrible secret, resulting in deadly consequences",112,Horror,,3/11/10,10,5.8,2010,0,0
42044,tt0090015,0.147489,0,0,Shoah,Simon Srebnik|Michael Podchlebnik|Motke Zaidl,,Claude Lanzmann,,,"Claude Lanzmann directed this 9 1/2 hour documentary of the Holocaust without using a single frame of archive footage. He interviews survivors, witnesses, and ex-Nazis (whom he had to film secretly since they only agreed to be interviewed by audio). His style of interviewing by asking for the most minute details is effective at adding up these details to give a horrifying portrait of the events of Nazi genocide. He also shows, or rather lets some of his subjects themselves show, that the anti-Semitism that caused 6 million Jews to die in the Holocaust is still alive in well in many people that still live in Germany, Poland, and elsewhere.",566,Documentary,British Broadcasting Corporation (BBC)|MinistÃ¨re de la Culture de la Republique FranÃ§aise|Les Films Aleph|Historia,11/1/85,16,8.3,1985,0,0
12888,tt0158493,0.226519,0,0,Belly,DMX|Nas|Hassan Johnson|Taral Hicks|Tionne Watkins,,Hype Williams,"Money, power, respect... but who's got your back?",,"Tommy Brown and his friend Sincere are gangsters who have learned how to make a good living by dealing drugs and pulling armed robberies. Tommy and Sincere have been able to move out of the ghetto in Queens where they were raised and relocate to an upscale section of Manhattan; they would seem to have it made, but both realize that their lives are headed toward a dead end. Sincere begins getting in touch with his African roots and tries to convince his girlfriend Tionne that they should emigrate to the Motherland, while Tommy has a religious awakening and joins the Nation of Islam.",96,Crime|Drama,Artisan Entertainment,11/4/98,18,7,1998,0,0
10839,tt0074695,0.474001,6000000,0,Cross of Iron,James Coburn|Maximilian Schell|James Mason|David Warner|Klaus LÃ¶witsch,,Sam Peckinpah,"Captain Stransky, you are the rest of my platoon",world war ii|german|russian|troops|battle for power,"It is 1943, and the German army, ravaged and demoralised, are hastily retreating from the Russian front. In the midst of all this madness, conflict brews between the aristocratic yet ultimately pusillanimous Captain Stransky and the courageous Corporal Steiner. Stransky is the only man who believes that the Third Reich are still vastly superior to the Russian army; however within his pompous persona lies a quivering coward who longs for the Iron Cross so that he can return to Berlin a hero. Steiner, on the other hand is cynical, defiantly non-conformist and more concerned with the safety of his own men rather than the horde of military decorations offered to him by his superiors. Steiner's lack of respect results in a growing animosity between the two...",132,Drama|Action|History|War,ITC Entertainment|Terra-Filmkunst|EMI Films|Rapid Film,1/29/77,37,6,1977,21586686.1954221,0
348634,tt4767950,0.231337,0,0,A Christmas Detour,Candace Cameron Bure|Paul Greene|Sarah Strange|David Lewis|Marcus Rosner,http://www.hallmarkchannel.com/a-christmas-detour,Ron Oliver,,,"With Christmas only a few days away, Paige Summerland, a Los Angeles magazine writer specializing in relationship advice, boards an eastbound flight to spend the holiday with her fiancÃ©, Jack, meet his parents for the first time and plan her upcoming â€œdream wedding.â€ Paigeâ€™s enthusiasm turns to panic when a massive snowstorm detours her flight and she meets - and locks horns with - Dylan, a cynical bar manager who has lost his faith in love. When it looks like all hope of arriving in New York for Christmas is lost, Dylan surprises Paige by renting an SUV and offering her a ride. Reluctantly, Paige braves the snowy road trip with Dylan, joined by Frank and Maxine Harper, an older couple whose 20-year marriage has lost its spark. Along the journey, feelings start to develop between Paige and Dylan. Now, as the young bride-to-be scrambles to make it to New York for Christmas, she begins to wonder if sheâ€™s marrying the right man and just might learn a surprising lesson about love.",84,Comedy|TV Movie|Romance,,12/1/15,19,7,2015,0,0
260339,tt2904626,0.928771,0,0,Salting the Battlefield,Bill Nighy|Helena Bonham Carter|Ralph Fiennes|Ewen Bremner|Judy Davis,,David Hare,,mi5|johnny worricker,"David Hare concludes his trilogy of films about MI5 renegade Johnny Worricker with another fugue on power, secrets and the British establishment. Johnny Worricker goes on the run with Margot Tyrell across Europe, and with the net closing in, the former MI5 man knows his only chance of resolving his problems is to return home and confront prime minister Alec Beasley.",93,Mystery|Drama|Action|Crime,BBC Films|Carnival Films|Heyday Films,3/27/14,19,6.3,2014,0,0
11422,tt0074899,0.456174,0,0,Midway,Charlton Heston|Henry Fonda|James Coburn|Glenn Ford|Hal Holbrook,,Jack Smight,A war's defining battle. A nation's defining moment.p,japanese|world war ii|midway|soldier|american,"This war drama depicts the U.S. and Japanese forces in the naval Battle of Midway, which became a turning point for Americans during World War II.",132,Action|Drama|History|War,Universal Pictures|The Mirisch Corporation,6/18/76,38,6.3,1976,0,0
33665,tt0079672,0.080226,0,0,Opening Night,Gena Rowlands|John Cassavetes|Ben Gazzara|Joan Blondell|Paul Stewart,,John Cassavetes,,alcohol|stalker|independent film|obsessed fan,An actress suffers an emotional uproar in her personal life after a fan dies trying to see her.,144,Drama,Faces Distribution,12/22/77,10,6.2,1977,0,0
37534,tt0951335,0.303296,0,0,The New Daughter,Kevin Costner|Ivana Baquero|Gattlin Griffith|Samantha Mathis|Noah Taylor,http://www.thenewdaughter.com/,Luis Berdejo,How Far Will A Father Go To Protect The Ones He Loves?,,"John James is a writer; his wife has left him. He moves with his two middle-school children to an isolated house off a dirt road in South Carolina. The property has an Indian burial mound, which fascinates his daughter, Louisa, who's entering puberty.",108,Horror|Thriller,Gold Circle Films|New Daughter Productions,12/18/09,51,5.2,2009,0,0
52605,tt1712573,0.063325,0,0,Strapped,Ben Bonenfant|Nick Frangione|Artem Mishin|Michael Carlisi|Paul Gerrior,,Joseph Graham,,gay|independent film,A handsome young prostitute learns about life and love during a sex-filled odyssey in an apartment building filled with strange inhabitants.,95,Drama,TLA Releasing,9/24/10,11,4.4,2010,0,0
267793,tt3496892,0.217415,0,0,Petals on the Wind,Heather Graham|Ellen Burstyn|Rose McIver|Wyatt Nash|Bailey De Young,,Karen Moncrieff,,woman director,"This sequel to Flowers in the Attic picks up 10 years after Cathy, Chris and Carrie managed to escape Foxworth Hall.",85,TV Movie|Romance|Drama|Thriller,Cue the Dog Productions|A+E Studios|Fries Film Company,5/26/14,27,6.1,2014,0,0
221510,tt3102360,0.212741,0,0,Dear Dumb Diary,Emily Alyn Lind|Sterling Griffith|David Mazouz|Natalie Alyn Lind|Mary-Charles Jones,http://www.walden.com/coming-soon-dear-dumb-diary/,Kristin Hanggi,She wrote the book on awesomeness.,based on novel|middle school|female lead|woman director,"Based on the best selling series ""Dear Dumb Diary"" by Jim Benton. Follow Jamie Kelly as she navigates Mackeral Middle School with the help of her best friend Isabella, her nemesis Angeline and the boy of her dreams Hudson.",84,Family,Walden Media|Zucker Productions|Triple D Productions,9/6/13,11,6.6,2013,0,0
16394,tt0384696,0.310343,0,0,Winnie the Pooh: Springtime with Roo,Jim Cummings|Ken Sansom|Jimmy Bennett|David Ogden Stiers|John Fiedler,,Saul Blinkoff|Elliot M. Bour,,,"Spring has sprung, and baby Roo is excited to get out and explore and make new friends. But Rabbit seems preoccupied with spring cleaning, instead of embracing his usual role of playing Easter Bunny. Leave it to Roo to show Rabbit -- through love -- that it's more important who you love and not who's in charge.",65,Animation|Family,,3/9/04,10,6.1,2004,0,0
13815,tt0109842,0.383679,0,0,Fresh,Sean Nelson|Giancarlo Esposito|Samuel L. Jackson|N'Bushe Wright|Ron Brice,,Boaz Yakin,,war on drugs|drug traffic|drug dealer|drug mule|childhood trauma,"Michael is a 12-year-old drug pusher who lives in a crowded house with his cousins and aunt. His father has become a street bum,but still meets with Fresh on occasion to play chess. Fresh is rather quiet in a crazy world. Fresh's sister is a junkie who sleeps with the dealers that Fresh sells for. As the story progresses Fresh realizes that he doesn't want to sell drugs anymore - he wants revenge.",114,Crime|Drama|Thriller,Miramax Films,8/24/94,19,7.5,1994,0,0
13413,tt1334585,0.822831,0,0,BURNâ€¢E,Angus MacLane|Tessa Swigart|Ben Burtt|Jeff Garlin|Elissa Knight,http://www.pixar.com/short_films/Home-Entertainment-Shorts/BURN-E,Angus MacLane,,pixar animated short|space|robot,What lengths will a robot undergo to do his job? BURNâ€¢E is a dedicated hard working robot who finds himself locked out of his ship. BURNâ€¢E quickly learns that completing a simple task can often be a very difficult endeavor.,8,Animation|Family,Pixar Animation Studios,11/17/08,194,7.9,2008,0,0
9613,tt0278731,0.306506,0,0,Spider,Ralph Fiennes|Miranda Richardson|Gabriel Byrne|Lynn Redgrave|John Neville,http://www.spiderthemovie.com/,David Cronenberg,The only thing worse than losing your mind... is finding it again.,secret|asylum|bed and breakfast place|past|psychopath,"A deeply disturbed boy, Spider, â€˜seesâ€™ his father brutally murder his mother and replace her with a prostitute. Convinced they plan to murder him next, Spider hatches an insane plan, which he carries through to tragic effect. Years later, his delusional account of his past begins to unravel and Spider spirals into fresh madness.",98,Drama|Mystery|Thriller,TÃ©lÃ©film Canada|Capitol Films|Canadian Film or Video Production Tax Credit (CPTC)|Metropolitan Films|Grosvenor Park Productions,12/13/02,61,6,2002,0,0
10407,tt0104452,0.379036,0,0,Housesitter,Steve Martin|Goldie Hawn|Dana Delany|Suzanne Whang|Donald Moffat,,Frank Oz,She's turning his house into a home...hers!,lie|architect|false identity|family,"After building his dream house, architect Newton Davis proposes marriage to his girlfriend, only to be summarily rejected. He seeks solace in a one-night stand with a waitress, never imagining that a woman he slept with once would end up posing as his wife. Gwen's ruse is so effective that by the time Newton learns of his ""marriage,"" the entire town feels like they know him.",102,Comedy|Romance,Universal Pictures|Imagine Films Entertainment,6/12/92,54,5.5,1992,0,0
16921,tt0443435,0.172791,15000000,0,Autopsy,Robert Patrick|Jessica Lowndes|Jenette Goldstein|Michael Bowen|Robert LaSardo,,Adam Gierasch,,,"Emily Johnson, her boyfriend Bobby and their friends Clare and Jude are recent college grads driving cross-country, taking a last vacation together before they face the ""real"" world. An accident leaves them hurt and stranded on a lonely Louisiana road. When the ambulance arrives, it whisks them to Mercy Hospital.",84,Horror|Thriller,A-Mark Entertainment|FlipZide Pictures|Project 8 Films|Parallel Media|Voodoo Production Services,8/24/08,21,4.5,2008,15191799.5071375,0
24787,tt0189070,0.245929,0,0,Scooby-Doo Meets the Boo Brothers,Casey Kasem|Don Messick|Sorrell Booke|Rob Paulsen|Ronnie Schell,,Paul Sommers|Carl Urbano,,crime solving,"When Shaggy inherits an old Southern estate from an uncle, he and his sleuthing hounds take a road trip. But they don't even make it to the mansion before the haunting starts. Amid headless horsemen, walking skeletons, and a menacing butler, Scooby, Scrappy, and Shaggy get majorly spooked.",94,Animation|Adventure|Comedy|Family,,11/1/87,11,5.8,1987,0,0
39681,tt0445054,0.237797,0,0,Les 7 jours du talion,Claude Legault|RÃ©my Girard|Martin Dubreuil|Fanny Mallette|Rose-Marie Coallier,http://www.patricksenecal.net/scenarios_talion.html,Daniel Grou,Seven Days,rape|police|revenge|suspense|kidnapping,"Bruno Hamel is a thirty eight year old surgeon. He lives in Drummondville with his wife Sylvie, and their eight year-old daughter Jasmine. Like many happy people, he is leading an uneventful life until a beautiful fall afternoon, when his daughter is raped and murdered. From then on, the world of the Hamel family collapses. When the murderer is arrested, a terrible project germinates in Bruno's darkened mind. He plans to capture the ""monster"" and make him pay for his crime. The day the murderer appears in Court, Hamel, who had prepared his plan in great detail, kidnaps the monster and later sends the police a brief message stating that the rapist and murderer of his daughter was going to be tortured for 7 days and then executed. Once this task accomplished, he will then give himself up.",105,Drama|Horror|Thriller,Go Films,6/22/10,23,6.3,2010,0,0
34188,tt1145157,0.212295,0,0,The Jerk Theory,Josh Henderson|Tom Arnold|Jenna Dewan|Lauren Storm|Kellie Cockrell,,Scott S. Anderson,Treating girls wrong never felt so right... Until he met her.,high school|singer|dating|american football player,"An aspiring recording artist, Adam, is burned by a bad relationship experience and decides that if women won't respond to the ""nice guy"" then he'll be ""the jerk."" This is wildly successful with meaningless relationships, but when Adam meets and falls for Molly, who doesn""t fall for his jerk routine, Adam is forced to reconsider his dating philosophy.",93,Comedy,PolarStar Entertainment|Polarstar Pictures,2/5/09,22,5.2,2009,0,0
98541,tt2323551,0.029377,0,0,Hungry For Change,,http://www.hungryforchange.tv/,James Colquhoun|Laurentine Ten Bosch,Your health is in your hands,,"We all want more energy, an ideal body and beautiful younger looking skin...  So what is stopping us from getting this?  Introducing 'Hungry For Change', the latest 'Food Matters' film.  'Hungry For Change' exposes shocking secrets the diet, weightloss and food industry don't want you to know about. Deceptive strategies designed to keep you craving more and more.  Could the foods we are eating actually be keeping us stuck in the diet trap?",89,Documentary,,1/1/12,16,7.5,2012,0,0
53045,tt0067176,0.097979,0,0,Hands of the Ripper,Eric Porter|Angharad Rees|Jane Merrow|Keith Bell|Derek Godfrey,,Peter Sasdy,The hands of Jack the Ripper live again...,jack the ripper|daughter|hammer horror,"A series of murders occur that mirror those committed by the Whitechapel Ripper. Through his experiments with psychoanalysis Dr Pritchard discovers a deadly violence in one of his young female patients. As he delves into the recesses of her mind he uncovers that Anna is possessed by her dead father's spirit, willing her to commit acts of gruesome savagery over which she has no control. But the most chilling revelation of all is the identity of her father: Jack the Ripper himself.",85,Horror|Thriller,Hammer Film Productions,10/17/71,11,5,1971,0,0
22829,tt0058453,0.199807,0,0,Paris When It Sizzles,Audrey Hepburn|William Holden|GrÃ©goire Aslan|Raymond BussiÃ¨res|Tony Curtis,,Richard Quine,,paris,"Hollywood producer Alexander Meyerheimer has hired drunken writer Richard Benson to write his latest movie. Benson has been holed up in a Paris apartment supposedly working on the script for months, but instead has spent the time living it up. Benson now has just two days to the deadline and thus hires a temporary secretary, Gabrielle Simpson, to help him complete it in time.",110,Comedy|Romance,Richard Quine Productions|George Axelrod Productions,3/1/64,26,5.9,1964,0,0
414419,tt6019206,0.146477,30000000,0,Kill Bill: The Whole Bloody Affair,Uma Thurman|Lucy Liu|Vivica A. Fox|Daryl Hannah|David Carradine,http://www.miramax.com/movie/kill-bill-volume-1/,Quentin Tarantino,The bride is back for the final cut,sword|martial law|revenge|wedding,"Kill Bill: The Whole Bloody affair is a complete edit of the two part martial arts action films Kill Bill: Volume 1 and Kill Bill: Volume 2. The film was originally scheduled to be released as one part. However, due to the film's over 4 hour running time, it was split into two parts.",247,Crime|Action,Miramax Films|A Band Apart|Super Cool ManChu,3/28/11,28,8.1,2011,29081941.2777441,0
